OBJECTID,CUT_COM,CONARA,REGION,COMUNA,NOMBRE_AUX,NOMBRE_MAESTRO,INI_IZQ,INI_DER,TER_IZQ,TER_DER,CODIGO,SHAPE_Length
349768,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CARRETERA AUTOPISTA VESPUCIO SUR,1021,0,935,0,V1312010441,154.599733030276
349769,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CARRETERA AUTOPISTA VESPUCIO SUR,0,0,0,0,V1312010441,226.949042900229
349770,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CARRETERA AUTOPISTA VESPUCIO SUR,0,0,0,0,V1312010441,60.5539789284654
349771,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CARRETERA AUTOPISTA VESPUCIO SUR,0,0,0,0,V1312010441,373.465536448378
349772,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5006,4995,5014,4995,V1312010002,30.8721756461508
349773,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3488,3455,3520,3519,V1312010002,116.007096109491
349774,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,4804,4801,4890,4873,V1312010002,114.629109291946
349775,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,4980,4973,4988,4991,V1312010002,31.1587644023837
349776,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3776,0,3776,0,V1312010002,24.8919475828726
349777,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5240,4995,5240,4995,V1312010002,28.11151309489
349778,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,1912,2911,2994,2995,V1312010002,141.676803534876
349779,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,250,2525,2696,2727,V1312010002,273.630146373805
349780,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010002,12.7598391914122
349781,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3314,3275,3328,3311,V1312010002,80.2511753635091
349782,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5404,5403,5500,5427,V1312010002,246.897324739762
349783,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,4954,0,4962,0,V1312010002,33.8887659776868
349784,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5310,5303,5384,5399,V1312010002,102.803816801105
349785,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,2712,2811,2994,2905,V1312010002,212.955594505252
349786,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3780,3783,3794,3793,V1312010002,91.0881339858473
349787,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3750,0,3762,0,V1312010002,66.366056053376
349788,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5240,5235,5240,5235,V1312010002,34.652933676018
349789,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3336,3369,3488,3375,V1312010002,117.125255502974
349790,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3270,0,3270,0,V1312010002,26.2698667692555
349791,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3620,3555,3590,3699,V1312010002,171.944169460435
349792,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010002,16.0726132884436
349793,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3712,3699,3740,3713,V1312010002,55.5153943716219
349794,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010002,27.3249088490955
349795,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,3196,3197,3210,3241,V1312010002,109.788434248845
349796,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,5268,5251,5268,5295,V1312010002,57.0977716043833
349797,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE EDUARDO CASTILLO VELASCO,4918,4885,4926,4903,V1312010002,58.2126663034506
349798,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,1946,0,1946,V1312010003,69.7752892844346
349799,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1533,1530,1527,1530,V1312010003,22.1431367258799
349800,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,54.9010678921865
349801,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,43.0743520334637
349802,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1777,1770,1757,1750,V1312010003,34.481054019138
349803,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,517,526,381,370,V1312010003,225.098275875361
349804,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1655,1630,1605,1590,V1312010003,59.8281992724987
349805,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1683,1678,1657,1644,V1312010003,59.3614780402087
349806,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,45.3061583307995
349807,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1585,1590,1553,1540,V1312010003,63.0194589378654
349808,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,275,186,237,186,V1312010003,84.0900181707318
349809,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,845,842,845,776,V1312010003,89.0132898463941
349810,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,171,236,171,236,V1312010003,27.7781660147354
349811,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1843,1938,1809,1802,V1312010003,65.004678804692
349812,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1943,1946,1911,1920,V1312010003,63.4957245807368
349813,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1741,0,1733,0,V1312010003,15.7802299657445
349814,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1651,1340,1651,1256,V1312010003,199.348671126855
349815,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,45.9008979331192
349816,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1751,1802,1777,1790,V1312010003,29.3031864445173
349817,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,151.051485053468
349818,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,18.1115913896828
349819,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,725,726,675,726,V1312010003,89.4125249589631
349820,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,52.4604841098199
349821,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,347,348,275,282,V1312010003,118.892880310665
349822,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1727,1730,1707,1730,V1312010003,52.8885069132776
349823,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,651,636,581,572,V1312010003,121.174417851531
349824,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,1410,0,1410,V1312010003,53.7844636718604
349825,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,887,918,855,914,V1312010003,41.1637889760285
349826,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,629,656,629,656,V1312010003,15.4325871422551
349827,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1483,1486,1451,1446,V1312010003,61.6632818238256
349828,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1151,1190,1121,1140,V1312010003,100.35006543267
349829,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1521,1520,1501,1486,V1312010003,39.7218475023171
349830,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,997,990,979,990,V1312010003,34.6149167097428
349831,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1443,1446,1415,1416,V1312010003,44.0522623483977
349832,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,773,776,745,776,V1312010003,10.215320776383
349833,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,0,0,0,0,V1312010003,8.27439171545576
349834,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1081,1010,1059,1090,V1312010003,87.4885618097716
349835,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,773,756,745,756,V1312010003,47.7588688704087
349836,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1893,1884,1861,1842,V1312010003,57.4009041594174
349837,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ALCALDE JORGE MONCKEBERG,1009,1050,979,1030,V1312010003,52.355452910256
349838,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,685,0,647,0,V1312010004,157.260926491138
349839,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,881,0,1001,0,V1312010004,224.079555388117
349840,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010004,39.4647604122839
349841,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010004,87.9083879642562
349842,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,901,0,901,0,V1312010004,70.9229479347844
349843,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,899,0,899,0,V1312010004,155.766580942622
349844,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,219,219,219,219,V1312010004,69.3151840511902
349845,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010004,93.4965512753278
349846,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010004,221.456469086088
349847,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO SECCHI,0,0,0,0,V1312010005,10.7595558897869
349848,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,0,0,0,0,V1312010006,12.2379653599297
349849,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2111,2130,2107,2108,V1312010006,65.1659662744404
349850,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2835,2878,2801,2822,V1312010006,101.278974453993
349851,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2419,2416,2311,2300,V1312010006,136.390315539471
349852,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2171,2200,2171,2132,V1312010006,84.0881204187675
349853,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2677,2672,2597,2594,V1312010006,137.544589541346
349854,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2295,2284,2207,2200,V1312010006,136.329032624395
349855,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2873,2794,2693,2700,V1312010006,136.594261673056
349856,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2541,0,2531,0,V1312010006,82.2855318560173
349857,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ANTONIO VARAS,2519,0,2460,0,V1312010006,121.231751426358
349858,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010007,36.509792107448
349859,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA AMERICO VESPUCIO,0,0,0,0,V1312010007,61.0363624599157
349860,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA OSSA,0,0,0,0,V1312010008,169.038652029823
349861,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA OSSA,421,0,421,0,V1312010008,112.910752497847
349862,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA OSSA,315,0,253,0,V1312010008,186.214610755621
349863,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA OSSA,213,0,213,0,V1312010008,40.7974855201168
349864,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA AVENIDA OSSA,199,0,71,0,V1312010008,227.731088957641
349865,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,44.1436173297044
349866,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,486,0,468,V1312010009,84.6737232626332
349867,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,787,0,715,0,V1312010009,113.369705130705
349868,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,4.96394460741295
349869,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,780,0,734,V1312010009,113.834041380059
349870,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,665,0,615,0,V1312010009,115.201129476774
349871,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,156,0,16,V1312010009,43.6840439548988
349872,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,870,0,810,V1312010009,108.493325388535
349873,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,329,0,257,0,V1312010009,30.9927736868183
349874,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,437,0,341,0,V1312010009,107.719389564556
349875,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,29.4118870164768
349876,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,5.62597954749528
349877,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,31.113493702547
349878,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,581,0,515,0,V1312010009,122.642133086132
349879,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,343,0,331,0,V1312010009,42.9758452896871
349880,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,26.2440539088094
349881,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,13.1093063412997
349882,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,4.60018425975549
349883,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,128.33261218942
349884,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,97.6280296507818
349885,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,43.628593239794
349886,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,231,228,181,180,V1312010009,79.4003282856831
349887,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,499,0,459,0,V1312010009,85.6076898470199
349888,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,129.626849997156
349889,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,153.493453292434
349890,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,208.57792960326
349891,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,123.318658573749
349892,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,5.78958777842505
349893,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,857,0,817,0,V1312010009,109.03020041954
349894,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,680,0,680,V1312010009,114.00740660219
349895,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,0,0,0,V1312010009,211.08909036453
349896,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAMPOS DE DEPORTES,0,418,0,358,V1312010009,145.101893427245
349897,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,177.718035128766
349898,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,120.496485664853
349899,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,1025,0,1025,0,V1312010010,90.9603666255468
349900,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,111.008910591625
349901,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,1045,0,1045,0,V1312010010,143.840844494351
349902,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,146,0,142,V1312010010,118.480838513095
349903,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,109,0,105,V1312010010,144.503779152731
349904,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,273.318491886163
349905,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,125.224467163442
349906,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,1025,0,1025,0,V1312010010,111.984696287
349907,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,147,0,137,0,V1312010010,209.262955933045
349908,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,113,0,109,V1312010010,83.5620676171046
349909,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,1060,0,1060,V1312010010,90.8703370896918
349910,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,138,0,136,V1312010010,150.365769293002
349911,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,256.351938718158
349912,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,137,0,135,0,V1312010010,149.264451530172
349913,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,0,0,0,V1312010010,98.7290462753657
349914,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CAPITAN IGNACIO CARRERA PINTO,0,108,0,100,V1312010010,263.242718975594
349915,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,47.4523462463762
349916,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,314.060339233952
349917,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,2.7330941582654
349918,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,52.2584193354989
349919,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,13.8595742123402
349920,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,75.8411988091766
349921,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,151.533662469043
349922,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,313.758485997168
349923,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,54.9943529962524
349924,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,56.7642589388101
349925,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,53.797762128916
349926,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,22.5866866140266
349927,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,77.7730544039196
349928,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,44.521868219543
349929,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,50.0519669780744
349930,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,12.3824183486762
349931,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,51.7737750599527
349932,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,78.2011806403016
349933,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,0,0,0,0,V1312010011,17.8512763742075
349934,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA CARLOS DITTBORN,1400,0,1400,0,V1312010011,64.0975582261309
