OBJECTID,CUT_COM,CONARA,REGION,COMUNA,NOMBRE_AUX,NOMBRE_MAESTRO,INI_IZQ,INI_DER,TER_IZQ,TER_DER,CODIGO,SHAPE_Length
351062,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,5201,0,5263,V1312010054,100.734398518126
351063,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,5375,0,5439,V1312010054,62.1083075542173
351064,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,4715,0,4795,V1312010054,139.381906401937
351065,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,5151,0,5157,V1312010054,47.3589672705233
351066,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,4507,0,4555,V1312010054,118.473601102171
351067,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,0,0,0,V1312010054,198.298388633051
351068,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,5355,0,5375,V1312010054,94.7623022366614
351069,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,0,0,0,V1312010054,38.4785283463009
351070,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,5279,0,5299,V1312010054,90.5459564209536
351071,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,0,0,0,V1312010054,93.6720394170358
351072,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,4623,0,4637,V1312010054,122.496730020241
351073,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,0,0,0,V1312010054,118.688569601203
351074,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA TOBALABA,0,4999,0,5127,V1312010054,79.2751600400773
351075,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,18.4102524411917
351076,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,690,0,690,V1312010055,76.2017015422721
351077,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,7.77470306433644
351078,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,115.160609736104
351079,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,23.6504023387798
351080,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1590,0,1500,V1312010055,318.474393802692
351081,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,14.0006340195317
351082,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,999,0,915,0,V1312010055,295.801939038043
351083,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1896,0,1842,V1312010055,8.84600393695967
351084,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,888,0,802,V1312010055,163.270047671833
351085,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1990,0,1962,V1312010055,627.076858550261
351086,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,2380,0,2332,V1312010055,186.032864250412
351087,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,16.2981797447123
351088,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,10.036060679715
351089,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1246,0,1220,V1312010055,114.960340503134
351090,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1094,0,962,V1312010055,182.055063857939
351091,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,1599,0,1473,0,V1312010055,669.449897129459
351092,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,2481,0,2385,0,V1312010055,214.366990674416
351093,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,958,0,894,V1312010055,115.931831798124
351094,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,70.1527026939455
351095,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,132.512709471796
351096,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,43.7191876938636
351097,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,1452,0,1348,V1312010055,356.570795056798
351098,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,179.130536320359
351099,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,798,0,710,V1312010055,46.7142620586149
351100,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,162.950932905885
351101,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,21.7779910330299
351102,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,1147,0,1131,0,V1312010055,179.422044523034
351103,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,211.995832327526
351104,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,330.086062052395
351105,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,341.577854388587
351106,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,2375,0,2305,0,V1312010055,213.844999964389
351107,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,899,0,801,0,V1312010055,173.118133704245
351108,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,1331,0,1205,0,V1312010055,432.856174963469
351109,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,687.34114915596
351110,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,699,0,627,0,V1312010055,278.48579573701
351111,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA VICUÑA MACKENNA,0,0,0,0,V1312010055,41.3423083037353
351112,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1840,1903,1952,1921,V1312010056,132.697155444293
351113,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,2521,0,2565,V1312010056,45.3927549703294
351114,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,0,0,0,V1312010056,88.6070419510354
351115,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2012,2011,2054,2039,V1312010056,66.4233655311248
351116,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2218,2203,2368,2399,V1312010056,197.24877720747
351117,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,0,0,0,V1312010056,18.2763725544382
351118,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1728,1757,1748,1781,V1312010056,137.595078437386
351119,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2586,2585,2690,2665,V1312010056,125.355890833915
351120,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1370,1313,1370,1313,V1312010056,129.032974616338
351121,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1482,1575,1482,1505,V1312010056,61.4988643223123
351122,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,0,0,0,V1312010056,13.2483168382932
351123,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2400,2403,2476,2465,V1312010056,199.637607771028
351124,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1482,1491,1482,1499,V1312010056,70.0883814235354
351125,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,0,0,0,V1312010056,41.9268545333763
351126,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1200,1225,1482,1287,V1312010056,130.778766008372
351127,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2770,2789,2770,2793,V1312010056,47.0247600959562
351128,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1606,1673,1680,1673,V1312010056,146.099738561614
351129,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,2521,0,2565,V1312010056,91.7103692297422
351130,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2824,2801,2902,2811,V1312010056,157.610591787693
351131,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2054,2099,2168,2167,V1312010056,131.348364074313
351132,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,980,1049,1100,1179,V1312010056,381.250381359556
351133,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,1952,1975,1976,2011,V1312010056,64.1809118271151
351134,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,0,0,0,0,V1312010056,56.4010800643838
351135,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,AVENIDA ZAÑARTU,2534,0,2574,0,V1312010056,133.007077346247
351136,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,2035,2030,1995,2004,V1312010057,71.2007673254378
351137,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,2097,2096,2071,2062,V1312010057,72.5382959006615
351138,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,1841,1840,1775,1774,V1312010057,108.777087999527
351139,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,2055,2062,2041,2062,V1312010057,31.341218804403
351140,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,0,1658,0,1640,V1312010057,63.3192192861758
351141,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO,CALLE 1,1763,1762,1733,1732,V1312010057,64.3543583832567
351142,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO Y MEDIO,CALLE 1 1/2,0,1900,0,1874,V1312010058,48.186858756427
351143,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO Y MEDIO,CALLE 1 1/2,0,1936,0,1912,V1312010058,46.0182584016514
351144,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,UNO Y MEDIO,CALLE 1 1/2,0,0,0,0,V1312010058,53.618048244376
351145,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIEZ,CALLE 10,0,1768,0,1764,V1312010059,44.2970861690946
351146,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIEZ,CALLE 10,0,0,0,0,V1312010059,42.7203358868205
351147,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIEZ,CALLE 10,1823,1792,1799,1772,V1312010059,66.5852900939229
351148,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIEZ,CALLE 10,0,0,0,0,V1312010059,51.329984599802
351149,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIEZ,CALLE 10,4562,4561,4612,4613,V1312010059,122.770215508775
351150,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,ONCE,CALLE 11,0,1650,0,1620,V1312010060,88.3517003539537
351151,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,ONCE,CALLE 11,0,1726,0,1660,V1312010060,94.4670519216209
351152,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,ONCE,CALLE 11,0,0,0,0,V1312010060,66.7772550451066
351153,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,ONCE,CALLE 11,4346,4350,4418,4430,V1312010060,145.177504000897
351154,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOCE,CALLE 12,1725,1726,1661,1660,V1312010061,94.7009513999133
351155,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOCE,CALLE 12,1651,1650,1621,1620,V1312010061,88.5633058215563
351156,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOCE,CALLE 12,1973,1792,1365,1364,V1312010061,110.880942810225
351157,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRECE,CALLE 13,0,0,0,0,V1312010062,94.0599504763639
351158,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRECE,CALLE 13,1793,1792,1765,1764,V1312010062,114.041185487368
351159,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRECE,CALLE 13,1651,1650,1621,1620,V1312010062,89.2193677197523
351160,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CATORCE,CALLE 14,1651,0,1621,0,V1312010063,87.1027172998052
351161,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CATORCE,CALLE 14,1793,1792,1765,1764,V1312010063,108.435483614647
351162,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CATORCE,CALLE 14,1699,0,1661,0,V1312010063,99.998796920663
351163,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,QUINCE,CALLE 15,0,0,0,0,V1312010064,107.195179157045
351164,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,QUINCE,CALLE 15,0,0,0,0,V1312010064,109.411392301069
351165,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,QUINCE,CALLE 15,1793,0,1765,0,V1312010064,106.266203158748
351166,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DIECINUEVE DE ABRIL,CALLE 19 DE ABRIL,3526,3545,3570,3569,V1312010065,100.788029099972
351167,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,2031,2030,2005,2004,V1312010066,69.1255575822192
351168,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,0,0,0,0,V1312010066,23.8481713762241
351169,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,1841,1840,1775,1774,V1312010066,108.139202732235
351170,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,1763,1762,1733,1732,V1312010066,65.1687464742462
351171,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,0,0,0,0,V1312010066,45.713278334506
351172,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,2097,2096,2061,2072,V1312010066,103.864496684118
351173,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,DOS,CALLE 2,0,0,0,0,V1312010066,50.5792689927436
351174,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES,CALLE 3,2031,2030,2005,2004,V1312010067,68.8175138366415
351175,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES,CALLE 3,2097,2096,2071,2062,V1312010067,103.870325258487
351176,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1763,1780,1733,1732,V1312010068,62.2415513332963
351177,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1041,0,1793,0,V1312010068,78.1287032255008
351178,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1939,1920,1913,1910,V1312010068,42.4244223929486
351179,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1977,0,1951,0,V1312010068,53.5343071659581
351180,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1787,1780,1775,1780,V1312010068,32.694485944521
351181,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,TRES Y MEDIO,CALLE 3 1/2,1901,1910,1875,1892,V1312010068,48.667698313272
351182,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO,CALLE 4,0,0,0,0,V1312010069,76.6318417555968
351183,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO,CALLE 4,2097,2096,2061,2060,V1312010069,103.833303288152
351184,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO,CALLE 4,0,0,0,0,V1312010069,10.2053556691381
351185,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO,CALLE 4,2031,2004,2005,2004,V1312010069,69.4317413744482
351186,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO,CALLE 4,0,0,0,0,V1312010069,26.8706619987642
351187,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CUATRO Y MEDIO,CALLE 4 1/2,1817,1918,1893,1892,V1312010070,91.1158165627712
351188,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CINCO,CALLE 5,2081,0,2061,0,V1312010071,47.7302366364961
351189,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CINCO,CALLE 5,0,0,0,0,V1312010071,12.0724468299304
351190,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CINCO,CALLE 5,2099,0,2081,0,V1312010071,54.8129931399609
351191,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CINCO,CALLE 5,0,0,0,0,V1312010071,76.8987027055914
351192,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,CINCO Y MEDIO,CALLE 5 1/2,1817,1818,1893,1892,V1312010072,91.1788163104565
351193,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,2109,2096,2083,2082,V1312010073,55.0324090920034
351194,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,1835,0,1811,0,V1312010073,76.4295277056288
351195,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,0,0,0,0,V1312010073,17.8059231400385
351196,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,0,0,0,0,V1312010073,95.2275115404875
351197,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,1917,1916,1893,1990,V1312010073,72.5454690532875
351198,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,0,2030,0,2004,V1312010073,68.829153377783
351199,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,0,0,0,0,V1312010073,13.3061954921893
351200,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,2071,276,2047,2062,V1312010073,48.2514710505237
351201,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS,CALLE 6,0,1976,0,1950,V1312010073,56.6142238758647
351202,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SEIS Y MEDIO,CALLE 6 1/2,1841,1838,1811,1798,V1312010074,80.8015300883205
351203,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,4561,0,4613,V1312010075,132.747568307651
351204,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,4405,0,4417,V1312010075,53.0933265972739
351205,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,4475,0,4475,V1312010075,57.9730343761674
351206,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,0,0,0,V1312010075,62.5750863820068
351207,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,4039,0,4397,V1312010075,159.654236963876
351208,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,0,0,0,V1312010075,16.3899409684561
351209,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE,CALLE 7,0,4559,0,4559,V1312010075,67.3227909172618
351210,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE Y MEDIO,CALLE 7 1/2,1798,1799,1780,1781,V1312010076,26.152819681543
351211,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,SIETE Y MEDIO,CALLE 7 1/2,1841,1840,1799,1798,V1312010076,78.6683022718556
351212,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,1633,0,1591,0,V1312010077,49.5483019185641
351213,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,1591,0,1559,0,V1312010077,53.2616383700819
351214,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,1495,0,1495,0,V1312010077,50.264076412359
351215,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,0,0,0,0,V1312010077,52.0510020673731
351216,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,1465,1464,1405,1406,V1312010077,148.327171773795
351217,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,OCHO,CALLE 8,1649,0,1633,0,V1312010077,48.6506743821363
351218,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,NUEVE,CALLE 9,4308,4309,4398,4397,V1312010078,160.058951205364
351219,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,NUEVE,CALLE 9,0,0,0,0,V1312010078,50.0413197821831
351220,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,NUEVE,CALLE 9,0,0,0,0,V1312010078,51.8124447653859
351221,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,NUEVE Y MEDIO,CALLE 9 1/2,2097,2096,2071,2072,V1312010079,73.6670258923684
351222,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ABEL ARAVENA,0,1500,0,1500,V1312010080,65.311968668915
351223,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE AGUA MARINA,5044,5045,5152,5151,V1312010081,183.260750691736
351224,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE AGUSTIN VIGORENA,28,43,106,105,V1312010082,126.726846553189
351225,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALBERTO BAINES,1130,1117,1180,1199,V1312010083,122.990938491983
351226,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE CARLOS ALDUNATE,117,96,59,30,V1312010084,193.339356774066
351227,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,4000,4009,4114,4101,V1312010085,150.022578507054
351228,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010085,71.365896076139
351229,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010085,82.1019838180874
351230,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,1710,1711,1794,1815,V1312010085,279.440483880682
351231,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010085,71.7509880533188
351232,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,738,569,750,835,V1312010085,134.290937596642
351233,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,506,503,532,565,V1312010085,94.426950226746
351234,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,1936,1903,1960,1977,V1312010085,78.5580828148292
351235,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,2108,2109,2150,2165,V1312010085,89.5438270252012
351236,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,4715,0,4735,V1312010085,90.3975523777813
351237,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,0,0,0,V1312010085,20.2257585508268
351238,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,0,891,0,895,V1312010085,61.1469769382827
351239,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,1510,1401,1676,1671,V1312010085,230.719169729569
351240,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,3058,3027,3130,3101,V1312010085,216.069103751694
351241,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,2272,2105,2260,2197,V1312010085,121.291001508784
351242,13120,15105,METROPOLITANA DE SANTIAGO,ÑUÑOA,,CALLE ALCALDE EDUARDO CASTILLO VELASCO,2054,2045,2078,2079,V1312010085,74.8961964974546
