id,type,short_name
street_700,CALLE,TIL TIL
street_701,AVENIDA,TOBALABA
street_702,PASAJE,TOBALABA
street_703,PASAJE,TOTORAL
street_704,CALLE,TOTORAL
street_705,PASAJE,TRANSVERSAL SUAREZ MUJICA
street_706,CALLE,TRANSVERSAL SUAREZ MUJICA
street_707,PASAJE,TRAPILHUE
street_708,PASAJE,TREINTA Y SIETE
street_709,PASAJE,TREJO
street_710,PASAJE,TRIHUE
street_711,CALLE,TRONCOS VIEJOS
street_712,CALLE,TUCAPEL
street_713,CALLE,TUNGA
street_714,CALLE,UNION LITERARIA
street_715,PASAJE,UNO
street_716,CALLE,VALENCIA
street_717,CALLE,VALPARAISO
street_718,CALLE,VARSOVIA
street_719,PASAJE,VASCO DE GAMA
street_720,CALLE,VASCO DE GAMA
street_721,PASAJE,VEINTINUEVE
street_722,CALLE,VIA 10
street_723,PASAJE,VIA 11
street_724,CALLE,VIA 12
street_725,CALLE,VIA 13
street_726,CALLE,VIA 14
street_727,PASAJE,VIA 7
street_728,CALLE,VIA 7
street_729,CALLE,VIA 8
street_730,CALLE,VIA 8 Y MEDIO
street_731,CALLE,VIA 9
street_732,CALLE,VIA SATELITE
street_733,PASAJE,VIA SIETE
street_734,CALLE,VICENTE REYES
street_735,AVENIDA,VICUÑA MACKENNA
street_736,PASAJE,VILLA ISRAEL
street_737,CALLE,VILLASECA
street_738,PASAJE,VILLASECA
street_739,PASAJE,VILLOSLAVA
street_740,CALLE,VILLOSLAVA
street_741,PASAJE,VIRGINIO ARIAS
street_742,CALLE,VIRGINIO ARIAS
street_743,CALLE,WASHINGTON ESPEJO
street_744,PASAJE,WILLIAMS REBOLLEDO
street_745,CALLE,WILLIAMS REBOLLEDO
street_746,PASAJE,ZAÑARTU
street_747,AVENIDA,ZAÑARTU
